TXN_ID,TXN_DATE,CARD_NO,MERCH_ID,TYPE,AMT,CCY,STATUS,FLAG_INTL
TXN0013233,30-06-2024,CARD00757,MERC00183,PURCHASE,110.5,USD,A,0
TXN0014321,10-03-2024,CARD00254,MERC00275,PURCHASE,41.77,MXN,A,0
TXN0011168,09-04-2024,CARD00157,MERC00293,PURCHASE,194.06,INR,A,0
TXN0015613,23-05-2024,CARD00285,MERC00347,PURCHASE,278.83,EUR,A,0
TXN0015480,45437,CARD00042,MERC00308,PURCHASE,459.69,USD,A,0
TXN0003107,29-05-2024,CARD00510,MERC00182,PURCHASE,341.32,INR,A,1
TXN0001379,14-01-2024,CARD00283,MERC00016,PURCHASE,107.91,BRL,A,0
TXN0013844,04-04-2024,CARD00587,MERC00007,PURCHASE,341.95,AUD,A,0
TXN0012361,45395, CARD00606 ,MERC00180,PURCHASE,$150.51,USD,A,0
TXN0013719,45454,CARD00411,MERC00134,BALANCE TRANSFER,490.64,INR,A,0
TXN0012293,25-05-2024,CARD00151,MERC00096,PURCHASE,100.43,EUR,A,0
TXN0005466,17-02-2024,CARD00551,MERC00398,ATM WITHDRAWAL,20.0,USD,A,0
TXN0015767,09-03-2024,CARD00476,MERC00184,BALANCE TRANSFER,326.58,AUD,A,1
TXN0008743,12-02-2024,CARD00795,MERC00038,PURCHASE,272.94,USD,A,0
TXN0013638,05-03-2024,CARD00216,MERC00305,  PURCHASE,303.27,AED,A,0
TXN0012933,02-06-2024,CARD00675,MERC00214,PURCHASE,221.51,AED,A,0
TXN0007896,31-05-2024,CARD00743,MERC00289,PURCHASE,33.39,BRL,A,0
TXN0011337,17-06-2024,CARD00767,MERC00084,PURCHASE,65.11,CAD,A,1
TXN0009558,24-05-2024,CARD00030,MERC00391,ATM WITHDRAWAL,20.0,USD,A,0
TXN0014190,01-06-2024,CARD00048,MERC00107,PURCHASE,64.94,CAD,A,0
TXN0003728,09-01-2024,CARD00203,MERC00144,PURCHASE,80.88,USD,A,0
TXN0006542,45359, CARD00028 ,MERC00333,PURCHASE,14.0,EUR,A,0
TXN0006562,08-01-2024,CARD00473,MERC00345,PURCHASE  ,99.16,EUR,A,0
TXN0002068,45306,CARD00457,MERC00287,PURCHASE,190.42,AUD,A,0
TXN0005513,45299,CARD00190,MERC00382,ATM WITHDRAWAL,200.0,JPY,A,0
TXN0002286,19-01-2024,CARD00274,MERC00342,PURCHASE,53.26,CAD,A,0
TXN0008897,45421,CARD00392,MERC00026,PURCHASE,56.81,GBP,A,0
TXN0006260,20-01-2024,CARD00097,MERC00308,PURCHASE,30.92,USD,A,0
TXN0003747,21-05-2024,CARD00721,MERC00149,PURCHASE,420.22,USD,A,1
TXN0000095,15-06-2024,CARD00419,MERC00182,PURCHASE,178.35,BRL,A,0
TXN0002135,45464,CARD00497,MERC00029,PURCHASE,27.34,USD,A,0
TXN0012526,24-01-2024,CARD00745,MERC00321,PURCHASE,286.48,AED,A,0
TXN0012343,05-02-2024,CARD00253,MERC00322,PURCHASE,90.74,AUD,A,1
TXN0000935,12-03-2024,CARD00149,MERC00220,PURCHASE,16.64,INR,A,0
TXN0004794,11-04-2024,CARD00378,MERC00221,PURCHASE,83.46,AED,A,0
TXN0008208,45443,CARD00268,MERC00208,PURCHASE,76.6,SGD,A,0
TXN0007055,03-04-2024,CARD00602,MERC00045,PURCHASE,53.03,USD,A,0
TXN0002058,03-05-2024,CARD00754,MERC00111,PURCHASE,327.91,MXN,A,1
TXN0006086,31-05-2024,CARD00690,MERC00353,PURCHASE,170.75,AUD,A,0
TXN0012720,23-03-2024,CARD00541,MERC00349,PURCHASE,88.0,SGD,A,1
TXN0002717,02-01-2024,CARD00486,MERC00186,PURCHASE,173.02,EUR,A,0
TXN0015735,27-06-2024,CARD00162,MERC00330,PURCHASE,111.97,INR,A,0
TXN0003381,14-04-2024,CARD00672,MERC00312  , PURCHASE ,$62.83,EUR,A,0
 TXN0000010 ,26-02-2024,CARD00087,MERC00188,PURCHASE,856.11,USD,A,0
TXN0001925,20-02-2024,CARD00158  ,MERC00232,PURCHASE,34.41,USD,A,0
TXN0007138,08-04-2024,CARD00175,MERC00149,PURCHASE,11.76,INR,A,0
TXN0004775,45460,CARD00606,MERC00328,PURCHASE,244.93,USD,A,1
TXN0004583,11-02-2024,CARD00052,MERC00040,PURCHASE,41.11,BRL,A,0
TXN0013691,05-01-2024,CARD00008,MERC00386,ATM WITHDRAWAL,60.0,INR,A,0
TXN0006307,11-03-2024,CARD00651,MERC00151,PURCHASE,316.48,INR,A,0
TXN0002163,09-05-2024,CARD00414,MERC00309,PURCHASE,30.58,USD,A,0
TXN0015900,06-04-2024,CARD00322,MERC00104,PURCHASE,37.4,EUR,A,0
TXN0010732,18-03-2024,CARD00565,MERC00197,BALANCE TRANSFER,783.97,INR,A,0
TXN0001746,06-01-2024,CARD00378,MERC00302,PURCHASE,27.0,AED,A,1
TXN0015398,45361,CARD00406,MERC00113,  PURCHASE,160.86,AUD,A,0
TXN0006943,04-06-2024,CARD00528,MERC00084,CASH ADVANCE,$65.56,MXN,A,0
TXN0002962,18-04-2024,CARD00712,MERC00206,PURCHASE,378.76,USD,A,0
TXN0008414,16-01-2024,CARD00383,MERC00281,PURCHASE,42.56,USD,A,0
TXN0011510,03-06-2024,CARD00365,MERC00139,PURCHASE,33.73,INR,A,0
TXN0013196,08-04-2024,CARD00272,MERC00294,BALANCE TRANSFER,423.13,INR,A,0
TXN0007971,45307,CARD00554,  MERC00306,PURCHASE,49.78,JPY,A,0
TXN0007864,45427,CARD00305,MERC00288,PURCHASE,31.2,USD,A,0
TXN0009780,16-03-2024,CARD00234,MERC00106,PURCHASE,$20.73,USD,A,0
TXN0012495,45458,CARD00311, MERC00270 ,PURCHASE,16.55,USD,A,0
TXN0013331,45396,CARD00367,  MERC00140,PURCHASE,115.28,CAD,A,0
TXN0005524,27-02-2024,CARD00671,MERC00380,ATM WITHDRAWAL,150.0,JPY,A,0
TXN0003820,15-05-2024,CARD00615,MERC00128,PURCHASE,55.65,GBP,A,0
TXN0003491,19-06-2024,CARD00389,MERC00171,PURCHASE,19.45,USD,A,0
TXN0010627,13-01-2024,CARD00302,MERC00017,PURCHASE,89.61,EUR,A,0
TXN0013833,24-02-2024,CARD00464,MERC00379,ATM WITHDRAWAL,60.0,BRL,A,0
TXN0014833,22-05-2024,CARD00294,MERC00223,PURCHASE  ,145.94,EUR,A,0
TXN0013781,45323,CARD00256,MERC00091,BALANCE TRANSFER,1362.81,JPY,A,0
TXN0009510,17-01-2024,CARD00763,MERC00095,PURCHASE,162.77,BRL,A,0
TXN0015400,18-05-2024,CARD00305,MERC00218,PURCHASE,51.3,USD,A,0
TXN0015008,27-05-2024,CARD00319,MERC00230,PURCHASE,67.38,AUD,A,0
TXN0008278,27-01-2024,CARD00341,MERC00230,CASH ADVANCE,389.32,AUD,A,0
TXN0013038,03-01-2024,CARD00118,MERC00305,PURCHASE,105.65,AED,A,0
TXN0005030,03-04-2024,CARD00499,MERC00027,PURCHASE,21.87,MXN,A,0
TXN0013091,29-01-2024,CARD00215,MERC00313, PURCHASE ,59.85,CAD,A,1
TXN0014914,24-05-2024,CARD00608,MERC00123,PURCHASE,105.44,USD,A,0
TXN0001388,09-01-2024,CARD00541,MERC00237 ,PURCHASE,88.77,SGD,A,0
TXN0006184,26-05-2024,CARD00343,MERC00296,PURCHASE,203.46,BRL,A,0
TXN0000661,21-05-2024,CARD00730,MERC00239,PURCHASE,20.23,JPY,A,1
TXN0005010,20-02-2024,CARD00003,MERC00160,PURCHASE,39.87,GBP,A,0
TXN0011629,15-01-2024,CARD00729,MERC00060,PURCHASE,157.33,GBP,A,0
TXN0002069,21-03-2024,CARD00735,MERC00212,PURCHASE,79.58,INR,A,0
TXN0013721,45384,CARD00440,MERC00195,PURCHASE,51.46,INR,A,0
TXN0014811,45332,CARD00249,MERC00343,PURCHASE,192.82,EUR,A,0
TXN0003075,26-01-2024,CARD00241,MERC00134,PURCHASE,29.87,INR,A,0
TXN0008784,18-03-2024,CARD00588,MERC00203,PURCHASE,27.45,USD,A,0
TXN0002780,26-02-2024,CARD00589,MERC00286,CASH ADVANCE,265.95,GBP,A,0
TXN0012186,21-01-2024,CARD00433,MERC00250,PURCHASE,19.0,INR,A,0
TXN0007161,45413,CARD00491,MERC00053,PURCHASE,8.73,BRL,A,0
TXN0002170,15-01-2024,CARD00645,MERC00242,PURCHASE,193.78,INR,A,0
TXN0001955,25-04-2024,CARD00765,MERC00050,PURCHASE,12.36,MXN,A,0
TXN0011729,11-05-2024,CARD00258,MERC00345,BALANCE TRANSFER,1001.06,EUR,A,0
TXN0002498,20-01-2024,CARD00690,MERC00113,PURCHASE,48.74,AUD,A,0
TXN0011998,28-04-2024,CARD00419,MERC00313,PURCHASE,65.7,BRL,A,0
TXN0004502,25-03-2024,CARD00336,MERC00144,PURCHASE,8.86,USD,A,0
TXN0000615,14-01-2024,CARD00643,MERC00236,PURCHASE,90.06,USD,A,1
TXN0002443,08-05-2024,CARD00102,MERC00393,ATM WITHDRAWAL,40.0,USD,A,0
TXN0011176,15-02-2024,CARD00426,MERC00092,PURCHASE,52.87,INR,A,0
TXN0015322,31-05-2024,CARD00636,MERC00289,PURCHASE,19.86,BRL,A,0
TXN0000436,21-04-2024,CARD00345,MERC00345,PURCHASE,37.32,EUR,A,0
TXN0008346,45442,CARD00139,MERC00345,PURCHASE,91.66,EUR,A,0
TXN0014431,07-05-2024,CARD00077,MERC00181,PURCHASE,42.44,CAD,A,0
TXN0005940,18-03-2024,CARD00465,MERC00359,PURCHASE,27.61,SGD,A,0
TXN0013654,03-06-2024,CARD00639,MERC00228,PURCHASE,4.34,GBP,A,0
TXN0010327,07-02-2024,CARD00509,MERC00030,PURCHASE,46.5,USD,A,0
TXN0007455,45442,CARD00327,MERC00129,CASH ADVANCE,$129.56,INR,A,0
TXN0001626,25-04-2024,CARD00055,MERC00392,ATM WITHDRAWAL,40.0,USD,A,0
TXN0003386,15-02-2024,CARD00020,MERC00390,ATM WITHDRAWAL,100.0,MXN,A,0
TXN0009879,45364,CARD00697,MERC00272,  PURCHASE,$48.93,GBP,A,0
TXN0004363,11-05-2024,CARD00646,MERC00214,PURCHASE,15.04,AED,A,0
TXN0014271,12-02-2024,CARD00531,MERC00166,PURCHASE,37.48,BRL,D,0
TXN0007354,13-06-2024,CARD00477,MERC00388,ATM WITHDRAWAL,40.0,SGD,A,1
TXN0004851,10-06-2024,CARD00460,MERC00225,PURCHASE,25.82,USD,A,0
TXN0003718,26-03-2024,CARD00134,MERC00225,PURCHASE,$49.21,USD,A,0
TXN0005850,45391,CARD00652,MERC00230,PURCHASE,564.88,AUD,A,0
TXN0015202,45316,CARD00521,MERC00062,PURCHASE,45.62,EUR,A,0
TXN0010886,04-06-2024,CARD00384,MERC00251,BALANCE TRANSFER,866.9,JPY,A,0
TXN0003687,27-02-2024,CARD00461,MERC00291,PURCHASE,6.72,EUR,A,0
TXN0002017,16-01-2024,CARD00050,MERC00304,PURCHASE,62.84,EUR,A,0
TXN0002244,19-04-2024,CARD00564,MERC00038,PURCHASE,137.35,USD,A,0
TXN0006793,25-01-2024,CARD00105,MERC00318,BALANCE TRANSFER,1147.43,AED,A,0
TXN0005283,03-01-2024,CARD00587,MERC00070,PURCHASE,86.18,AUD,A,0
TXN0005741,05-05-2024,CARD00642,MERC00022,PURCHASE,20.96,GBP,A,0
TXN0005519,18-06-2024,CARD00169,MERC00390,  ATM WITHDRAWAL,200.0,MXN,A,0
TXN0008478,01-05-2024,CARD00246,MERC00072,PURCHASE,19.66,CAD,A,0
TXN0004356,25-01-2024,CARD00113,MERC00234,PURCHASE,97.42,GBP,A,0
TXN0000139,03-02-2024,CARD00705, MERC00197 ,PURCHASE,233.02,INR,A,0
TXN0004272,01-01-2024,CARD00542,MERC00186,CASH ADVANCE,516.59,EUR,A,0
TXN0006290,45392,CARD00764,MERC00061,PURCHASE,62.62,BRL,A,0
TXN0006540,14-06-2024,CARD00673,MERC00241,PURCHASE,131.23,BRL,A,0
TXN0003001,12-01-2024,CARD00477,MERC00385,ATM WITHDRAWAL,40.0,SGD,A,1
TXN0008427,14-06-2024,CARD00420,MERC00293,PURCHASE,19.13,INR,A,0
TXN0002260,19-03-2024,CARD00770,MERC00148,PURCHASE,42.96,USD,A,0
TXN0015600,05-06-2024,CARD00024,MERC00070,PURCHASE,104.0,AUD,D,0
TXN0004380,28-06-2024,CARD00321,MERC00205,PURCHASE,10.69,INR,A,0
TXN0004573,28-03-2024,CARD00416,MERC00290,CASH ADVANCE,300.19,INR,A,0
 TXN0006192 ,24-04-2024,CARD00593,MERC00063,BALANCE TRANSFER,1873.44,BRL,A,0
TXN0005471,45303,CARD00548,MERC00144,PURCHASE,13.0,USD,A,0
TXN0004936,45348,CARD00134,MERC00162,PURCHASE,20.24,USD,A,0
TXN0013935,28-06-2024,CARD00080,MERC00225,PURCHASE,44.38,USD,A,0
TXN0003733,30-01-2024,CARD00538,MERC00058,  BALANCE TRANSFER,997.63,USD,A,0
TXN0005516,25-04-2024,CARD00411,MERC00132,PURCHASE,64.77,INR,A,0
TXN0009042,23-05-2024,CARD00684,MERC00103,PURCHASE,26.89,EUR,A,0
TXN0004612,45369,CARD00244,MERC00341,PURCHASE,27.95,USD,A,0
TXN0005668,06-02-2024,CARD00691,  MERC00163,PURCHASE,33.78,CAD,A,0
TXN0014119,15-03-2024,CARD00628,MERC00054,BALANCE TRANSFER,"$2,985.12",INR,A,0
TXN0012243,29-02-2024,CARD00538,MERC00284,PURCHASE,$21.69,USD,A,0
TXN0010138,08-06-2024,CARD00265,MERC00185,PURCHASE,119.07,AUD,A,1
TXN0002127,11-03-2024,CARD00032,MERC00138,PURCHASE,13.86,SGD,A,0
TXN0014268,45462,CARD00371,MERC00209,CASH ADVANCE,190.55,USD,D,0
TXN0015395,22-01-2024,CARD00685,  MERC00166,PURCHASE,133.05,BRL,A,0
TXN0006951,30-05-2024,CARD00154,MERC00153,PURCHASE,46.04,USD,A,0
TXN0003521,04-01-2024,CARD00297,MERC00330,PURCHASE,5.42,INR,A,0
TXN0008821,04-03-2024,CARD00231,MERC00217,PURCHASE,115.29,BRL,A,0
TXN0007859,18-04-2024,CARD00217,MERC00297,PURCHASE,24.98,CAD,A,0
TXN0011373,11-01-2024,CARD00529,MERC00400,ATM WITHDRAWAL,300.0,BRL,A,0
TXN0006258,28-05-2024,CARD00101,MERC00212,PURCHASE,322.91,INR,A,0
TXN0003211,45312,CARD00380,MERC00390,ATM WITHDRAWAL,60.0,MXN,D,0
TXN0000296,19-02-2024,CARD00245,MERC00209,PURCHASE,147.63,USD,A,0
TXN0010749,11-03-2024,CARD00737,MERC00268,PURCHASE,192.6,INR,A,0
TXN0012892,21-02-2024,CARD00121,MERC00321,PURCHASE,20.64,AED,A,0
TXN0001108,06-04-2024,CARD00075,MERC00195,PURCHASE,44.05,INR,A,0
TXN0003360,18-04-2024,CARD00226,MERC00159,PURCHASE,21.73,USD,A,0
TXN0004230,21-01-2024,CARD00396, MERC00386 ,ATM WITHDRAWAL,100.0,INR,A,0
TXN0009070,08-02-2024,CARD00165,MERC00161,CASH ADVANCE,349.76,INR,A,0
TXN0009171,23-05-2024,CARD00066,MERC00176,PURCHASE,$307.74,CAD,A,0
TXN0008353,45389,CARD00657,MERC00290,PURCHASE,766.93,INR,A,0
TXN0005988  ,20-03-2024,  CARD00270,MERC00248,PURCHASE,50.88,SGD,A,0
TXN0009484,24-03-2024,CARD00575,MERC00214,PURCHASE,34.26,AED,A,0
TXN0000840,21-04-2024,CARD00332,MERC00056,PURCHASE,26.28,MXN,A,0
TXN0006298,03-02-2024,CARD00473,MERC00062,PURCHASE,78.79,EUR,A,0
TXN0003737,01-03-2024,CARD00785,MERC00285,PURCHASE,69.56,GBP,A,0
TXN0014535,22-06-2024,CARD00036,MERC00286,PURCHASE,79.01,GBP,A,0
TXN0002407,20-04-2024,CARD00733,MERC00394,ATM WITHDRAWAL,40.0,AUD,A,0
TXN0014760,06-02-2024,CARD00311,MERC00252,PURCHASE,15.56,USD,A,0
TXN0002738,30-01-2024,CARD00342,MERC00276,PURCHASE,25.71,INR,A,0
TXN0004799,45317,CARD00679,MERC00298,CASH ADVANCE,514.21,USD,A,0
TXN0006883,02-06-2024,CARD00220,MERC00317,BALANCE TRANSFER,518.74,USD,A,0
TXN0015369,24-03-2024,CARD00797,MERC00131,PURCHASE,57.44,BRL,A,0
TXN0003547,01-05-2024,CARD00033,MERC00038,PURCHASE,35.47,USD,A,0
TXN0012079,10-04-2024,CARD00284,MERC00194,PURCHASE,177.72,GBP,D,0
TXN0015402,22-04-2024,CARD00774,MERC00193,PURCHASE,90.13,GBP,A,0
TXN0003411,30-04-2024,CARD00760,MERC00145,PURCHASE,97.08,INR,A,0
TXN0000381,09-06-2024,CARD00755,MERC00370,CASH ADVANCE,166.59,JPY,A,0
TXN0011267,19-03-2024,CARD00658,MERC00236,PURCHASE,$71.51,INR,A,0
TXN0008734,09-01-2024,CARD00564,MERC00258,PURCHASE,32.07,USD,A,0
TXN0002649,03-06-2024,CARD00749,MERC00373,ATM WITHDRAWAL,100.0,GBP,A,0
TXN0003672,20-02-2024,CARD00302,MERC00343,BALANCE TRANSFER,1837.17,EUR,A,0
TXN0008263,15-03-2024,CARD00368,MERC00391,ATM WITHDRAWAL,150.0,USD,A,0
TXN0014253,17-04-2024,CARD00063,MERC00090,PURCHASE,226.09,INR,D,0
TXN0002832,14-04-2024,CARD00191,MERC00029,PURCHASE,15.72,USD,A,0
TXN0006631,09-01-2024,CARD00189,MERC00119,PURCHASE,74.68,INR,A,0
TXN0008984,21-02-2024,CARD00758,MERC00174,PURCHASE,37.62,USD,A,0
TXN0004350,12-01-2024,CARD00786,MERC00192,PURCHASE,13.92,MXN,A,0
TXN0011700,08-02-2024,CARD00648,MERC00159,PURCHASE,140.22,USD,A,0
TXN0009181,20-04-2024,CARD00613,MERC00303,PURCHASE,21.59,USD,A,0
TXN0003269,28-06-2024,CARD00600,MERC00270,PURCHASE,8.1,USD,A,0
  TXN0007035,26-04-2024,CARD00682,MERC00280,PURCHASE,50.64,BRL,A,0
TXN0014731,29-06-2024,CARD00635,MERC00281,PURCHASE,74.92,USD,A,0
TXN0009910,45401,CARD00245,MERC00184,PURCHASE,101.94,USD,A,0
TXN0011474,45454,CARD00147,MERC00276,CASH ADVANCE,707.44,INR,A,0
TXN0003645,12-06-2024,CARD00757,MERC00031,PURCHASE,97.66,USD,A,1
TXN0001195,45395,CARD00093,MERC00227,PURCHASE,34.37,MXN,A,0
TXN0003906,25-02-2024,CARD00528,MERC00050,PURCHASE,14.54,MXN,A,0
TXN0003669,45402,CARD00355,MERC00310,PURCHASE,149.59,USD,A,0
TXN0012838,11-02-2024,CARD00679,MERC00180,BALANCE TRANSFER,1025.54,USD,A,0
TXN0002978,05-03-2024,CARD00445,MERC00396,ATM WITHDRAWAL,100.0,EUR,A,0
TXN0007382,08-04-2024,CARD00258,MERC00324,PURCHASE,61.17,EUR,A,0
TXN0003713,13-01-2024,CARD00324,MERC00147,BALANCE TRANSFER,2067.39,USD,A,0
TXN0008411,28-05-2024,CARD00378,MERC00363,PURCHASE,95.92,AED,A,0
TXN0014420,24-04-2024,CARD00754,MERC00027,PURCHASE,$139.90,MXN,A,0
TXN0009116,45417,CARD00697,MERC00160,PURCHASE,$88.39,GBP,A,0
TXN0002184,16-01-2024,CARD00160,MERC00319,BALANCE TRANSFER,669.72,USD,A,0
TXN0006933,04-04-2024,CARD00760,MERC00147,BALANCE TRANSFER,1162.52,INR,A,1
TXN0014681,45298,CARD00144  ,MERC00319,PURCHASE,18.55,INR,A,1
TXN0010353,06-02-2024,CARD00773,MERC00314,PURCHASE,72.9,CAD,A,0
TXN0006056,02-03-2024,CARD00287,MERC00320,PURCHASE,9.42,USD,A,0
TXN0002316,31-03-2024,CARD00427,MERC00025,PURCHASE,95.8,USD,A,0
TXN0001672,30-06-2024,CARD00681,MERC00183,PURCHASE,25.01,USD,A,0
TXN0000098,17-03-2024,CARD00645,MERC00046,PURCHASE,257.08,INR,A,0
TXN0007615,15-06-2024,CARD00170,MERC00393,ATM WITHDRAWAL,20.0,USD,A,0
TXN0012513,28-06-2024,CARD00640,MERC00380,ATM WITHDRAWAL,40.0,JPY,A,0
TXN0001613,12-03-2024,CARD00362,MERC00034,BALANCE TRANSFER,1284.27,EUR,A,1
TXN0000006,45448,CARD00606,MERC00326,PURCHASE,361.83,USD,A,0
TXN0014005,05-02-2024,CARD00250,MERC00243,PURCHASE,53.2,MXN,A,0
TXN0006717,26-04-2024,CARD00736,MERC00088,PURCHASE,32.18,USD,A,0
TXN0014529,03-01-2024,CARD00024,MERC00303,PURCHASE,310.07,AUD,A,1
TXN0000252,45393,CARD00544,MERC00051,PURCHASE,51.76,USD,A,0
TXN0008569,18-04-2024,CARD00667,MERC00063,PURCHASE,46.97,BRL,A,0
TXN0009419,10-03-2024,CARD00549,MERC00124,BALANCE TRANSFER,582.94,JPY,A,0
TXN0007565,17-02-2024,CARD00523,MERC00069,PURCHASE,401.55,EUR,A,0
TXN0009942,30-06-2024,CARD00640,MERC00077,PURCHASE,14.0,JPY,A,0
TXN0003316,01-06-2024,CARD00584,MERC00376,ATM WITHDRAWAL,40.0,INR,A,0
TXN0004869,09-01-2024,CARD00695,MERC00137,CASH ADVANCE,1156.22,JPY,A,0
TXN0014395,16-01-2024,CARD00665,MERC00122,PURCHASE,46.35,EUR,A,0
TXN0003885,29-05-2024,CARD00650,MERC00219,  PURCHASE,$96.90,USD,A,0
TXN0008189,45425,CARD00317,MERC00363,PURCHASE,65.43,AED,A,0
TXN0010037,18-02-2024,CARD00207,MERC00121,PURCHASE,77.2,GBP,A,1
TXN0000793,19-04-2024,CARD00795,MERC00247,PURCHASE,813.4,USD,A,0
TXN0006269,29-05-2024,CARD00577,MERC00207, PURCHASE ,$59.02,GBP,A,0
TXN0015737,21-04-2024,CARD00256,MERC00368,PURCHASE,6.15,JPY,A,0
TXN0008840,16-05-2024,CARD00730,MERC00120,PURCHASE,30.89,JPY,A,0
TXN0001084,28-05-2024,CARD00253,MERC00187,PURCHASE,770.77,AUD,A,0
TXN0014136,45467,CARD00406,MERC00307,CASH ADVANCE,159.54,AUD,A,1
TXN0007540,18-05-2024,CARD00499,MERC00243,PURCHASE,15.36,MXN,D,0
TXN0005217,25-05-2024,CARD00066,MERC00335,PURCHASE,181.07,CAD,A,0
TXN0007089,26-04-2024,CARD00304,  MERC00289,PURCHASE,13.57,BRL,A,0
TXN0009526,28-06-2024,CARD00608,MERC00365,BALANCE TRANSFER,939.85,USD,A,0
TXN0006461,45364,CARD00093  ,MERC00390,ATM WITHDRAWAL,200.0,MXN,A,0
TXN0005917,27-03-2024,CARD00701,MERC00020,PURCHASE,94.26,EUR,A,1
TXN0009949  ,05-06-2024,CARD00654,MERC00139,PURCHASE,9.48,USD,A,1
TXN0013035,02-06-2024,CARD00733,MERC00334,PURCHASE,21.94,AUD,A,0
TXN0013428,17-03-2024,CARD00224,MERC00390,ATM WITHDRAWAL,500.0,MXN,A,0
TXN0014327,27-01-2024,CARD00222,MERC00022,PURCHASE,82.18,GBP,A,0
TXN0001255,20-05-2024,CARD00683,MERC00198,PURCHASE,15.37,EUR,A,0
TXN0015192,09-03-2024,CARD00614,MERC00374,ATM WITHDRAWAL,150.0,SGD,A,1
TXN0004024,18-01-2024,CARD00697,MERC00127,PURCHASE,18.94,GBP,A,0
TXN0008703,45395,CARD00692,MERC00267,PURCHASE,73.71,MXN,A,0
TXN0015513,09-06-2024,CARD00363,MERC00258,PURCHASE,14.9,USD,A,0
TXN0001483,45390,CARD00799,MERC00363,PURCHASE,89.53,AED,A,0
TXN0014326,26-06-2024,CARD00629,MERC00075,PURCHASE,20.32,USD,A,0
TXN0000217,21-02-2024,CARD00441,MERC00011,PURCHASE,104.36,INR,A,0
TXN0011692,18-05-2024,CARD00741,MERC00002,PURCHASE,$13.11,INR,A,0
TXN0001641,26-02-2024,CARD00080,MERC00338,PURCHASE,47.76,USD,A,0
TXN0015749,06-06-2024,CARD00703,MERC00076,PURCHASE,53.1,INR,A,0
TXN0008028,09-04-2024,CARD00289,MERC00122,PURCHASE,77.64,EUR,D,0
TXN0001346,45437,CARD00275,MERC00393,ATM WITHDRAWAL,60.0,USD,A,0
TXN0001521,12-03-2024,CARD00588,MERC00391,ATM WITHDRAWAL,20.0,USD,D,0
TXN0001789,24-02-2024,CARD00246,MERC00314,PURCHASE,112.82,CAD,A,0
TXN0003608,45317,CARD88617,MERC00173,PURCHASE,160.41,USD,A,0
TXN0009234,45309,CARD00487,MERC00002,PURCHASE,88.32,INR,A,0
TXN0009915,05-05-2024,CARD00715,MERC00075,PURCHASE,109.37,MXN,A,1
TXN0009191,14-03-2024,CARD00667,MERC00016,CASH ADVANCE,363.47,BRL,A,0
TXN0007047,23-03-2024,CARD00279  ,MERC00116,PURCHASE,183.32,SGD,D,0
TXN0013328,03-06-2024,CARD00419,MERC00336,BALANCE TRANSFER,704.93,BRL,A,0
TXN0003139,03-03-2024,CARD00657,MERC00376,ATM WITHDRAWAL,60.0,INR,A,0
TXN0000943,10-03-2024,CARD00051,MERC00373,ATM WITHDRAWAL,20.0,GBP,A,0
TXN0003809,03-04-2024,CARD00132,MERC00036  ,PURCHASE,115.58,INR,A,0
TXN0011301,01-02-2024,CARD00130,MERC00230,BALANCE TRANSFER,352.26,AUD,A,0
TXN0001900,18-02-2024,CARD00118,MERC00318,  PURCHASE,11.04,AED,A,0
TXN0006700,25-04-2024,CARD00464 ,MERC00053,PURCHASE,32.68,BRL,A,0
TXN0014286,11-03-2024,CARD00197,MERC00285,PURCHASE,95.17,GBP,A,0
TXN0015011,24-03-2024,CARD00407,MERC00384,ATM WITHDRAWAL,40.0,USD,A,0
TXN0001452,16-02-2024,CARD00096,MERC00290,PURCHASE,61.86,INR,A,0
TXN0007375,27-03-2024,CARD00536,MERC00076,  CASH ADVANCE,727.48,INR,A,0
  TXN0011702,21-05-2024,CARD00787,MERC00022,PURCHASE,63.4,GBP,A,0
TXN0003853,14-02-2024,CARD00377,MERC00156,BALANCE TRANSFER,755.62,EUR,A,0
TXN0011312,06-01-2024,CARD00467,MERC00336,PURCHASE,16.2,BRL,A,0
TXN0007903,12-04-2024,CARD00008,MERC00388,ATM WITHDRAWAL,20.0,INR,A,0
TXN0012271,19-02-2024,CARD00004,MERC00305,  PURCHASE,38.6,AED,A,0
TXN0008175,15-01-2024,CARD00086,MERC00281,PURCHASE,$145.79,USD,A,0
TXN0015080,20-02-2024,CARD00223,MERC00217,PURCHASE,105.59,BRL,A,0
TXN0007723,12-03-2024,CARD00212,MERC00204,PURCHASE,19.47,AUD,A,0
TXN0013989,26-05-2024,CARD00202,MERC00343,BALANCE TRANSFER,954.85,EUR,A,0
TXN0006318,21-04-2024,CARD00176,MERC00156,PURCHASE,$69.18,EUR,A,0
TXN0008885,07-06-2024,CARD00133,MERC00108,PURCHASE,45.95,JPY,A,0
TXN0011961,45431,CARD00123,MERC00133,PURCHASE,46.97,USD,A,0
TXN0000846,03-03-2024,CARD00796,MERC00315,BALANCE TRANSFER,744.8,CAD,A,0
TXN0004120,01-02-2024,CARD00598,MERC00173,PURCHASE,840.15,USD,A,0
TXN0002421,18-01-2024, CARD00477 ,MERC00177,PURCHASE,$30.28,SGD,A,0
TXN0007092,18-01-2024,CARD00180,MERC00338,PURCHASE,33.71,USD,A,0
TXN0002509,45294,CARD00679,MERC00075,PURCHASE,16.5,USD,A,0
TXN0010260,13-05-2024,CARD00366,MERC00393,ATM WITHDRAWAL,20.0,USD,A,0
